0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.6666666666666666,0.6844775109908692,2.621160409556314,3.0960988909642544,3.7613703042355673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.6666666666666666,-0.09299966181941156,0.5631399317406144,1.0386545286671525,1.07574923286724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.3804531619885019,0.7747440273037542,-0.6267673487926673,0.6194998361240709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3333333333333333,-0.6564085221508286,-0.5699658703071673,-1.2186500722052898,-0.44318191373807736,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3333333333333333,-0.24146094014203584,-0.4402730375426621,-0.6692938047234585,-0.35849212995442875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.6618194115657762,-0.5392491467576792,-1.0739794259082753,-0.40919785158141253,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3333333333333333,-0.3422387554954346,0.2901023890784983,-0.21200956270001178,0.4186622114503763,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.0,-0.5052417991207304,1.6245733788395904,0.9136646767578797,3.9328483343118226,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.39059857964152855,1.9351535836177474,0.16679514558903824,1.1914268404953205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.6666666666666666,0.2789989854582347,-0.12286689419795221,2.023318713056092,0.1823851972280558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3333333333333333,-1.1197159283057152,-0.09556313993174062,-1.0661508428382847,1.6167769170162958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3333333333333333,-0.2465336489685492,0.5187713310580204,-0.022047839523754612,0.6424744455109437,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6666666666666666,0.13053770713561041,2.1945392491467577,1.6301239969174093,3.207287631295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6666666666666666,1.164355765979033,0.658703071672355,0.737031918509184,0.23827623175976972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.3333333333333333,1.2495772742644573,0.28668941979522183,0.20753208293041486,-0.08274411363442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.03922894825836997,0.34812286689419797,-0.7198047697065084,-0.0039086483803965205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6666666666666666,-0.6168413933040243,2.7235494880546076,-0.3478243636045915,3.8949895484508312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.6666666666666666,0.11870138654041258,-0.18771331058020477,-0.4489047892322374,-0.23394573195537843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.37233682786608047,-0.621160409556314,-1.1282560366773653,-0.4782569653445842,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3333333333333333,1.4179912073047007,-0.6177474402730375,0.3559364608520882,-0.47732905392642266,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,1.149814000676361,-0.2150170648464164,1.1714219265800803,-0.21157522376495286,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666666666666,1.3909367602299627,0.04778156996587031,0.9940220336592945,-0.10340726416212001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.14102130537707136,-0.017064846416382253,-0.1634563307456562,-0.0824099543568642,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6666666666666666,0.0608725059181603,1.3890784982935154,1.4465469196659977,2.1549389868538302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,-0.903280351707812,1.6040955631399318,-0.666440964079256,3.8927625610472436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.2407845789651674,-0.04778156996587031,-0.4054617486342778,-0.026289871786453225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.3333333333333333,-0.6756848156915793,0.9249146757679181,-0.8738550010455579,1.0399916970513545,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.6666666666666666,-1.0351707811971593,0.689419795221843,-1.4549275512089734,1.2404205633742507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.9783564423402097,0.3993174061433447,0.08595598062975121,-0.010634410161244846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.17247210010145417,1.1160409556313993,-0.2966244890696804,0.885311607588528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
